CONS_NO,driver_1,driver_1_shap,driver_2,driver_2_shap,driver_3,driver_3_shap,FLAG,ml_risk_probability,anomaly_score,final_risk_score,review_priority
118C06A16D895F92311AB97A49D1181C,min_consumption,0.4508679205179741,zero_rate,0.18338181386997393,first_half_mean,0.08969071668894323,0,0.1335423976803439,0.044419283123543,0.1068054633133036,LOW
35A513A8EBE536F70E028651B34A7CFE,month_7_mean,0.21205567864792682,min_consumption,0.1924550517217506,month_6_mean,0.1316734074756594,0,0.4278210659555537,0.0127134052597619,0.3032887677468162,LOW
A8425C85C004A4604560426550D53AD4,min_consumption,0.39190383094932996,consumption_change,0.3631346345477237,month_7_mean,0.18985229111369878,0,0.3382006104048675,0.0559536664059511,0.2535265272051925,LOW
C8CDBB6124F38C6544D40638577D0D4D,month_7_mean,0.1779412314978694,max_consumption,0.14435331180600292,missing_rate,0.13539403209011913,0,0.2520421852056706,0.0179397985483214,0.1818114692084658,LOW
F974EB09640169BE2210A01B6B96B071,missing_rate,0.3447597344076312,month_3_mean,0.13536093746172811,month_7_mean,0.12766476783053204,0,0.3497399942609578,0.0693959513399891,0.2656367813846672,LOW
02C20A30A72FE443355E5B2154E69AFC,min_consumption,0.4804109546345802,zero_rate,0.13819241732696563,first_half_mean,0.08088954184192372,0,0.1011083936846412,0.0249934000975805,0.078273895608523,LOW
362ED222649B49760727C3C33E1489EB,missing_rate,0.5868576843433405,month_6_mean,0.160890990889259,month_3_mean,0.0847822320067051,0,0.3304730375499954,0.0304473606976941,0.240465334494305,LOW
0F16EB5D3D02592DBA0EC06154CB6F15,min_consumption,0.39498490567987693,zero_rate,0.1936838980891953,month_11_mean,0.0894380996262005,0,0.1468289243716527,0.0457591908673104,0.11650800432035,LOW
70AA17144CD1050BB4F53EAAF04A7831,max_consumption,1.297904671130647,std_consumption,0.6737221695531076,month_10_mean,0.5859958741668285,1,0.9003195087249347,0.5876789181865848,0.8065273315634297,HIGH
5D4143415390C42A6E601FE256005E74,month_7_mean,0.15929204021889257,long_term_change,0.12690515352677814,month_11_mean,0.09317072703794677,0,0.2159964650904665,0.0087287601389247,0.1538161536050039,LOW
BB327072D1F763C586B8544B4CF44951,missing_rate,0.41871584159181224,min_consumption,0.40471315155658877,max_consumption,0.3455518240412556,0,0.4898996321621583,0.0587585278940446,0.3605573008817242,LOW
6D3DF25FCB7CB2B773FF3DC985C92B92,max_consumption,0.1511971185960824,month_6_mean,0.11478716016138632,month_7_mean,0.1084803570749728,0,0.3616961273645374,0.0053414363847297,0.2547897200705951,LOW
C6915D36AE17763874EEBA1E598D9C1B,min_consumption,0.37636107128471596,zero_rate,0.16073200152048522,month_2_mean,0.09369692727777708,0,0.1895407793067045,0.4468012596229004,0.2667189234015633,LOW
CF1162055F77C9BA077874B2261F1A6D,month_6_mean,0.1567129232091471,long_term_change,0.11232454927523111,missing_rate,0.08831979054075241,0,0.2319941469348277,0.0168461724282726,0.1674497545828612,LOW
1C07A7900C7D1C011C638FFC26C3D8D6,month_10_mean,0.2596044070973016,max_consumption,0.164797300295004,month_11_mean,0.11397296025794337,0,0.4419167508616596,0.0177478004176234,0.3146660657284488,LOW
649AD42EDAEC94E0D89CAE654E2DC6F0,min_consumption,0.43384215778606233,consumption_change,0.2609473341739444,month_7_mean,0.17965366387309023,0,0.4062903371767799,0.0316088287014033,0.2938858846341669,LOW
0730ACD4FD94FAE56BC73FDD072E9C4C,month_6_mean,0.18053378109555876,max_consumption,0.11791723657682616,month_7_mean,0.117137244280435,0,0.4056056759312069,0.0151255383536927,0.2884616346579526,LOW
A76C38D51611F22144423260B5EE291B,month_6_mean,0.16907098981039664,month_7_mean,0.15041341618014506,month_3_mean,0.08859113990343488,0,0.0961941575839882,0.0144060423940359,0.0716577230270025,LOW
C23A141533D612784D6B118EFF0E01C6,missing_rate,0.18531206153592006,month_3_mean,0.1846464071521401,month_7_mean,0.15560632025723756,0,0.3542509230905447,0.0312920505309452,0.2573632613226648,LOW
64CF3E588C16BD94AAC8B80A62CCA402,month_10_mean,0.1726990630656623,consumption_change,0.1161555199047666,month_3_mean,0.0632490935082858,0,0.0956335575369974,0.0509456818417884,0.0822271948284347,LOW
8BC0E96FD276296686B40DC7EE11CCEB,max_consumption,0.4111870051523021,std_consumption,0.23269073953793792,seasonal_std,0.1428863558400939,0,0.4093902894879318,0.0679858134220859,0.3069689466681781,LOW
6091FF3917ADF160FA7F7356C2D9CFD9,month_3_mean,0.21189979875814854,month_6_mean,0.16504483668102438,month_7_mean,0.11861790277154675,0,0.2901764304487392,0.0368237588841822,0.2141706289793721,LOW
B4D7D4383A60B3E4FCC19F33A482C931,max_consumption,0.5086823038495077,month_10_mean,0.47159925989390783,consumption_change,0.397283377243095,0,0.6934488913986714,0.228186304085551,0.5538701152047352,MEDIUM
B3629E228BA270DE1924D4567FF7E16D,min_consumption,0.3419538608902852,month_7_mean,0.2277306887441683,missing_rate,0.21672216686037898,0,0.3395900073072253,0.0352821750325513,0.2482976576248231,LOW
BFC593908DB8BB31BF0D1A58D6B4A3A6,missing_rate,0.47805299458529477,month_7_mean,0.17896253623744077,month_6_mean,0.1312931980451161,0,0.3111740247672369,0.0367271928119965,0.2288399751806647,LOW
D57450BE243504763201DD7A1CF432CC,max_consumption,1.029067625618764,std_consumption,0.3574417152776503,month_5_mean,0.2949962943481038,1,0.7469678562334252,0.264985744948635,0.6023732228479882,MEDIUM
5CA8A11807180F3C51184288B0C8251C,max_consumption,0.5784571240224168,month_6_mean,0.3038038241784433,month_3_mean,0.20994001359623488,1,0.6853088601857559,0.0185105642820734,0.4852693714146511,MEDIUM
C6BC939F0A305A323059B44E6B9B17AC,month_6_mean,0.14937906088935832,max_consumption,0.11332664527352285,seasonal_std,0.09659807549237232,0,0.4191107020716917,0.0157545590814393,0.2981038591746159,LOW
C4D168775334F431948B184A8FC9C5BB,month_10_mean,0.6405530959604169,max_consumption,0.49334164181062473,consumption_change,0.4512602754251654,0,0.5779200542104201,0.1658324300995528,0.4542937669771599,MEDIUM
9D0A0A53A5CB43413FD4FCF324C00B87,max_consumption,0.8652557388635119,std_consumption,0.4115940605908007,missing_rate,0.3764846505273794,1,0.8453384797943162,0.1439760487447774,0.6349297504794545,MEDIUM
68FB8E63C2C2453AE6A800EB803A4FA4,month_4_mean,0.3120614378988376,month_10_mean,0.2825057953335605,min_consumption,0.1951723384571003,1,0.6706283953622054,0.0870737796565456,0.4955620106505075,MEDIUM
B8D8A7C2B7CD9C61EDFA485523E006CA,min_consumption,0.4579607947410514,zero_rate,0.22643763860220908,first_half_mean,0.09960211669267363,0,0.1568501125906395,0.0289395418308152,0.1184769413626922,LOW
6C70600EC80E7D6B403A2C10C49B43BE,max_consumption,0.2407443985783303,seasonal_std,0.10385962823558115,month_2_mean,0.07935019844278812,0,0.2263664384086758,0.0137678528297166,0.162586862734988,LOW
B25D751F8F75F2F28C5E97FC2FBD10FA,min_consumption,0.4012996712689096,zero_rate,0.2147415492088119,missing_rate,0.09819091783849665,0,0.2134981541149342,0.0383220341827077,0.1609453181352662,LOW
0A1829353632AD0B7A1A93E2D0909B76,max_consumption,0.5198117659809544,std_consumption,0.3193206399513462,month_2_mean,0.09671830560383468,0,0.4497839247915633,0.0362110952486871,0.3257120759287004,LOW
7FC06FE4E7BFA2D69B1607F4DDAC236F,min_consumption,0.214048664448771,missing_rate,0.2130669996576214,month_7_mean,0.16794308807320726,0,0.3240081337628708,0.0207034579194625,0.2330167310098483,LOW
C3380AA06F3F6D0A74C2B6E85E78191B,month_5_mean,0.12493155448778202,month_2_mean,0.10111569355883684,median_consumption,0.08041995866115823,0,0.3582051388598276,0.0160644404082062,0.2555629293243412,LOW
556D56AB77CA9C935A205B8BCF6E75AD,max_consumption,0.4077450422516011,std_consumption,0.34319495599604705,min_consumption,0.3085931660253155,1,0.6521677780061206,0.0571450941637166,0.4736609728533993,MEDIUM
1C864DE69087CA8F99328DE0E1401097,missing_rate,1.06147347066548,missing_count,0.08205100844210192,month_3_mean,0.07462981774267229,0,0.4294308436009872,0.0273338643378312,0.3088017498220404,LOW
48A8E97AC0BFE828734D5E32662E861C,month_7_mean,0.24091246779195644,max_consumption,0.16555288478839858,month_6_mean,0.16323464063171828,0,0.3027876052939213,0.0067222308445933,0.2139679929591229,LOW
1884F3B1065666FE632F9D8DEA288126,month_7_mean,0.16311163176696783,missing_rate,0.14545803803063775,month_3_mean,0.12331531745621231,0,0.1304691873577603,0.0365984304849796,0.1023079602959261,LOW
449C5E7EFB10AC7CBD6A490F9BE2137D,max_consumption,0.368664192899865,month_6_mean,0.1453868131072706,missing_rate,0.1368105212927727,0,0.3800118685019056,0.0377739126278966,0.2773404817397029,LOW
985266D6885033EC266A0855E3465DEE,min_consumption,0.27745983515331213,month_7_mean,0.13282546920741226,month_6_mean,0.0910570297034461,0,0.12739090311698,0.0275885394711441,0.0974501940232292,LOW
5CD9095431704032A90FECB26CDEA4EB,max_consumption,0.23302655750566034,long_term_change,0.1665500748249366,month_6_mean,0.15210516959330841,0,0.3357284659015397,0.0518791677353078,0.2505736764516701,LOW
4ED27E28BB6E2ABE8AF94BB6BAFE6AD5,max_consumption,0.2882896752734165,month_2_mean,0.19580632914664686,long_term_change,0.12697670185400137,0,0.5397095135325992,0.0534017343146378,0.3938171797672108,LOW
74792B78BB3E887E16DAE37D818290CF,seasonal_std,0.12583861286426418,month_6_mean,0.0809252672345447,month_8_mean,0.06639950735549428,0,0.1344735057472061,0.0117879216608065,0.0976678305212862,LOW
4F6539621A44D2026D3247D6206BA7BE,missing_rate,0.3344997574104409,consumption_change,0.3340360045734213,min_consumption,0.30771626528800367,0,0.3868264593669146,0.1185702457122407,0.3063495952705125,LOW
FB38B12B97C9B8FE40C13F10C56112C3,month_10_mean,0.4953696818937161,min_consumption,0.35858667654971976,consumption_change,0.3528549184878451,0,0.6554619813372691,0.7695386070293724,0.6896849690449001,MEDIUM
7FF84630925AFDD3AE9D7F8788BA52F0,max_consumption,0.7284345050438475,std_consumption,0.2523810264223434,month_5_mean,0.09387654983594396,0,0.3526771468432688,0.199511610543541,0.3067274859533504,LOW
F55E94F7B4229C2F69E9113A7D93236D,max_consumption,0.5895540761186709,month_4_mean,0.3426719841197486,std_consumption,0.29875430550046983,0,0.5493047146167339,0.0965472346030113,0.4134774706126171,MEDIUM
9494EF9D4528A088BCD0C75FD1518C74,month_6_mean,0.14671989973604918,month_11_mean,0.08751198077997062,month_7_mean,0.07644076921796486,0,0.1380607221302422,0.0203657930844316,0.102752243416499,LOW
8C7B761C9D048FEE2E960D4650549EE7,month_7_mean,0.17094287666573718,month_6_mean,0.15460375856666836,month_3_mean,0.08364378617221868,0,0.2141964251984787,0.0281697078328666,0.1583884099887951,LOW
322C720C57D5E8031E4066E5A4A66190,month_6_mean,0.20192065871265216,month_1_mean,0.13802950471297742,month_11_mean,0.13656303347023557,0,0.3273540993307619,0.0104889739802902,0.2322945617256204,LOW
7D99788858A74F0E1748FD938B616A23,min_consumption,0.4579607947410514,zero_rate,0.22643763860220908,first_half_mean,0.09960211669267363,0,0.1568501125906395,0.0289395418308152,0.1184769413626922,LOW
88D831C0230BA28AF374F7DB0CD791E5,long_term_change,0.2048647754445639,month_7_mean,0.20360973238459065,month_10_mean,0.14673929325737944,0,0.5442425200778729,0.0126942225232311,0.3847780308114803,LOW
3102833E972BBE30A91ACFE689FCD3BE,month_7_mean,0.19837881200617966,missing_rate,0.12032219989445453,month_6_mean,0.09947217987193308,0,0.3271013164843658,0.0248609456353076,0.2364292052296483,LOW
E12DE71BF51F1AAD4902A80F015EBF29,max_consumption,0.4347647478740294,std_consumption,0.3029476172877947,month_11_mean,0.07576453212910737,0,0.304932794027267,0.1153196440027796,0.2480488490199207,LOW
881D364FAD62AFE633F8658005A6D6BD,month_6_mean,0.1841372119554163,month_2_mean,0.13775216101176307,month_10_mean,0.08233901689325229,0,0.281398379349548,0.0088678564003832,0.1996392224647985,LOW
1E842AA6EF6C540C6DF8B3540608638E,min_consumption,0.20606524359073006,missing_rate,0.11313518276623682,month_6_mean,0.10460888075695957,0,0.1879957296188884,0.0297109060531821,0.1405102825491765,LOW
C30045F6B62DB39740631D0AB7E28DAD,missing_rate,0.7241975291321633,min_consumption,0.285081416696909,month_7_mean,0.18665486191934066,0,0.3733689586152222,0.303336500278678,0.352359221114259,LOW
8F68311F2E3D5A1C8E897C97F28271D7,long_term_change,0.14895560920236375,month_6_mean,0.12325630745973719,month_7_mean,0.12078063018508099,0,0.1383276481001247,0.0147361246931533,0.1012501910780333,LOW
BDC4B8F0F4ADC08E72CC9A46AF6D10F2,consumption_change,0.29633373791202544,max_consumption,0.13772038036743792,month_11_mean,0.12277425390785464,0,0.161290424043291,0.0388337155053205,0.1245534114818998,LOW
E2ACC48E6A35D9729E25E0F41F2879EA,max_consumption,0.9611026736501741,missing_rate,0.7160893806109598,min_consumption,0.3330289753152044,0,0.8153642517119543,0.3921017490342293,0.6883855009086367,MEDIUM
B611D790CB2A438251AD98EC61B3BA3A,max_consumption,0.3299509460058873,std_consumption,0.30418578219874154,month_11_mean,0.1963151021854617,0,0.6652007268940416,0.0754398404335128,0.488272460955883,MEDIUM
A21C5602E517FC5A5E4721D391E108F1,max_consumption,0.5384344431433133,consumption_change,0.35041385183634,std_consumption,0.2926885108564997,0,0.5006360423165284,0.065019141487637,0.3699509720678609,LOW
9778B366DE468F3B921E5DC6AD68F433,min_consumption,0.4012996712689096,zero_rate,0.2147415492088119,missing_rate,0.09819091783849665,0,0.2134981541149342,0.0383220341827077,0.1609453181352662,LOW
2961E3777D8E27C4D2B93B4F4B7045A8,max_consumption,0.08249245331807467,month_5_mean,0.08231264290987847,seasonal_std,0.07286558801731909,0,0.1204484289502013,0.0291453294398831,0.0930574990971058,LOW
40B905CD9BBF398EDE728A7497118E53,long_term_change,0.15650779041014976,month_11_mean,0.12481422635615146,month_6_mean,0.08881359909020463,0,0.0651694286378993,0.0393076026369145,0.0574108808376038,LOW
4CEFE1869E02330A8149257797869492,month_2_mean,0.3060948242563565,max_consumption,0.28159701275377647,seasonal_std,0.11935342983615282,0,0.366019925101462,0.0256417828998364,0.2639064824409743,LOW
D9BD1A10B549409F2F19E2E95BAE90C9,max_consumption,0.4905276758495682,std_consumption,0.21767736983689467,missing_rate,0.18430744361788176,0,0.5066510422199682,0.0929587988092782,0.3825433691967611,LOW
C08FC6D9471E46155857786D0B6E5A21,min_consumption,0.2839849601306032,month_7_mean,0.13564223447479123,month_6_mean,0.08861589630104143,0,0.1002352626276175,0.0265822691380827,0.0781393645807571,LOW
DEEE48F12DCB559B6422B9FF1FD28BB4,min_consumption,0.28311536546270843,seasonal_std,0.12970132586263758,month_6_mean,0.11415933408526423,0,0.412864073274892,0.039326750380547,0.3008028764065885,LOW
8A052EF607D7E676E443BB5B33340881,min_consumption,0.39695520328644623,long_term_change,0.15890372839924172,missing_rate,0.13017147781473887,0,0.2700312254129626,0.0413483749175676,0.2014263702643441,LOW
4800F66505E74751518ED9CACBD4A492,month_10_mean,0.6776213808455553,max_consumption,0.653608770987192,consumption_change,0.2985762817023213,0,0.6885197171780487,0.3523756089946007,0.5876764847230143,MEDIUM
35F8F59BAB2AF793018F6A8F01AEA8D0,min_consumption,0.44690588045934126,first_half_mean,0.13676372340983753,missing_rate,0.12560922367706245,0,0.2152572609964686,0.0415602920661545,0.1631481703173743,LOW
31CE91AA550973FDAE860B7DB627FD94,missing_rate,0.21699662514885867,month_6_mean,0.1778469722806938,month_7_mean,0.13396154288134762,0,0.3370191623896353,0.0184355750975565,0.2414440862020116,LOW
A5FAE38AA5AAA2A27B9E098A97553419,max_consumption,0.23608330923758644,month_7_mean,0.22411645720077625,month_6_mean,0.16993166566143683,0,0.3240577104664616,0.020757092187432,0.2330675249827527,LOW
281F2999DD61CB3B8A82D2F82582E20E,min_consumption,0.4579607947410514,zero_rate,0.22643763860220908,first_half_mean,0.09960211669267363,0,0.1568501125906395,0.0289395418308152,0.1184769413626922,LOW
C3C42A457E49FA6028C9AD647FECB9F0,month_6_mean,0.24258630555712268,month_7_mean,0.21776466299507413,month_11_mean,0.08741947912977956,0,0.3959453884447146,0.0118042282185888,0.2807030403768768,LOW
A4E634A60A7ADF4A2B76EE7BA08D1FE0,min_consumption,0.20992997794008306,month_3_mean,0.14013863837577317,month_6_mean,0.09224526488157259,0,0.1402263335021468,0.036910834781206,0.1092316838858645,LOW
D3F35140B2A29573B064D05D5A41B899,min_consumption,0.4302342152979315,zero_rate,0.20523672734408918,month_2_mean,0.09570238878048226,0,0.1102136062345821,0.053125538333259,0.0930871858641852,LOW
25B0987FFF1B90B2809F9572A1CB635B,month_7_mean,0.20859812129076394,month_6_mean,0.1650667077816858,missing_rate,0.12195260640168279,0,0.3919330007978913,0.0340620843925677,0.2845717258762941,LOW
07AD9B18F14D04026595179C41D4F62A,month_7_mean,0.21457915514772524,month_6_mean,0.1271710666868459,month_11_mean,0.11113623227716822,0,0.1924788348229471,0.0120774332422042,0.1383584143487242,LOW
5B59B854906419D4FA9669DBE5EF8657,min_consumption,0.2970143359897788,month_6_mean,0.11428987800122868,month_7_mean,0.07881234953104324,0,0.1378198625498784,0.0348501457189624,0.1069289475006036,LOW
22464EFA9C6C10480C0484FF956FBBED,max_consumption,0.995582877811031,std_consumption,0.39187150907103474,month_4_mean,0.3340134046169298,1,0.7899826814325165,0.2495391261093798,0.6278496148355754,MEDIUM
CAB160D6814AB5B4FDBC0A20D30E359B,max_consumption,0.35015140546087997,min_consumption,0.20466470449729354,month_6_mean,0.19142881489606262,0,0.5653068637507687,0.0389860661026942,0.4074106244563463,MEDIUM
85A162A4B2A9E5E738B96D5C64B9444C,max_consumption,0.5082272020335153,std_consumption,0.23890875753583485,month_5_mean,0.16663985640494397,0,0.4515045472100903,0.0849318934040411,0.3415327510682756,LOW
12BE22AB390EBCCFA436A1A71C81FCF4,max_consumption,0.3409182301685865,month_6_mean,0.19880762013258468,month_3_mean,0.14176729238086824,0,0.4253750184793652,0.030980707385532,0.3070567251512153,LOW
6D27CC9FBDCBCD61AADEF6155D28FE7C,max_consumption,0.12791269058170912,month_7_mean,0.11096894294534505,month_9_mean,0.0950285002989447,0,0.2725197460204488,0.0221321224362607,0.1974034589451923,LOW
F15BF2B18D0A6A5A3AC86CC8051641A6,min_consumption,0.32582389320629196,missing_rate,0.23244915461145474,month_7_mean,0.19590246717866736,0,0.3263904768625044,0.0342991585742474,0.2387630813760272,LOW
A889DB25919C2C8B892BADD88DBA82BD,min_consumption,0.4475681060869882,missing_rate,0.10075801578150283,month_11_mean,0.08464868257037479,0,0.1706798361821654,0.0451650744042549,0.1330254076487922,LOW
768309B0EB11FD436CEE5ABFB84F4C0C,max_consumption,0.2963909135636788,long_term_change,0.2625111638619318,month_6_mean,0.2453395851678224,1,0.5957135350371835,0.0048521005663815,0.4184551046959429,MEDIUM
893DE40218DA023E748C75B9420640A7,month_11_mean,0.07839005110977137,month_3_mean,0.05773758982148117,consumption_change,0.031231911181812882,0,0.0812813992344651,0.0292082199198505,0.0656594454400807,LOW
B94B652C3C0488463FB1154849BA7D33,month_7_mean,0.3073875130418733,month_3_mean,0.11525464731978598,month_11_mean,0.09683439074093658,0,0.1355151020809418,0.0482828830871287,0.1093454363827979,LOW
70BFA8B83F34B69FE5CE3D2E2046C76E,min_consumption,0.327174208484841,zero_rate,0.18762559320850242,first_half_mean,0.13266665461889135,0,0.3301234700773908,0.0341338305053754,0.2413265782057862,LOW
6A8A7711B5F396245CB643E0A75CD314,max_consumption,0.4593224208749499,consumption_change,0.3012766006731418,min_consumption,0.21978178272837484,0,0.3930580532280935,0.0354811353230801,0.2857849778565895,LOW
DD194F825FBBDD6767F7D018B085020D,min_consumption,0.4589747330549885,zero_rate,0.07543717354886184,median_consumption,0.06424206387828021,0,0.0890493522350874,0.1627126073739266,0.1111483287767391,LOW
